_id,Timestamp,Age,Gender,Country,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
65563fd0d98731f9ac74d9f0,2014-08-27 22:36:34,33,male,United States,Yes,Yes,Sometimes,100-500,No,No,Yes,Not sure,No,No,Yes,Somewhat difficult,Yes,Yes,No,No,No,No,No,No
65563fd0d98731f9ac74d9f1,2014-08-27 22:55:13,30,female,United States,Yes,Yes,Often,1-5,Yes,No,No,Yes,No,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,No,Yes,No
65563fd0d98731f9ac74d9f2,2014-08-27 22:59:23,27,male,United States,No,No,Sometimes,More than 1000,No,Yes,Yes,Not sure,Don't know,Don't know,Yes,Don't know,Maybe,Maybe,No,No,No,Maybe,No,No
65563fd0d98731f9ac74d9f3,2014-08-27 23:09:46,32,male,United States,No,No,Sometimes,100-500,No,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,No,No
65563fd0d98731f9ac74d9f4,2014-08-27 23:10:16,50,male,United States,No,No,Sometimes,1-5,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,Don't know,No
65563fd0d98731f9ac74d9f5,2014-08-27 23:10:23,24,male,United States,No,No,Never,26-100,No,No,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,Yes,Some of them,No,No,Maybe,No,No
65563fd0d98731f9ac74d9f6,2014-08-27 23:14:58,27,male,United States,No,No,Sometimes,26-100,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Yes,No
65563fd0d98731f9ac74d9f7,2014-08-27 23:30:52,27,male,Australia,No,No,Never,1-5,Yes,Yes,No,No,No,No,Don't know,Don't know,Yes,No,No,No,No,Maybe,Don't know,No
65563fd0d98731f9ac74d9f8,2014-08-27 23:54:08,32,male,United States,No,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
65563fd0d98731f9ac74d9f9,2014-08-27 23:56:33,42,male,United States,No,No,Rarely,6-25,Yes,No,No,Yes,No,No,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
65563fd0d98731f9ac74d9fa,2014-08-27 23:57:16,37,male,United States,No,No,Often,More than 1000,No,No,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,No,No,No
65563fd0d98731f9ac74d9fb,2014-08-27 23:59:59,30,male,Singapore,No,No,Sometimes,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Yes,No,Yes
65563fd0d98731f9ac74d9fc,2014-08-28 00:02:36,29,male,United States,No,No,Rarely,More than 1000,No,Yes,Yes,No,No,No,Don't know,Very easy,Yes,Maybe,Some of them,No,No,No,Don't know,No
65563fd0d98731f9ac74d9fd,2014-08-28 00:05:34,30,male,United States,No,Yes,Often,6-25,Yes,Yes,No,Not sure,No,Yes,Don't know,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,No
65563fd0d98731f9ac74d9fe,2014-08-28 00:17:24,35,male,United States,No,No,Never,26-100,No,Yes,Yes,No,Yes,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No
65563fd0d98731f9ac74d9ff,2014-08-28 00:43:40,35,male,United States,Yes,Yes,Rarely,100-500,Yes,No,Yes,Yes,No,No,Yes,Very difficult,Yes,No,Some of them,No,No,Maybe,No,No
65563fd0d98731f9ac74da00,2014-08-28 00:47:55,38,male,Netherlands,Yes,No,Often,26-100,Yes,Yes,No,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No
65563fd0d98731f9ac74da01,2014-08-28 01:04:45,22,male,United Kingdom,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No
65563fd0d98731f9ac74da02,2014-08-28 01:14:11,24,male,Germany,Yes,No,Sometimes,100-500,No,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Don't know,No
65563fd0d98731f9ac74da03,2014-08-28 01:19:34,22,male,Netherlands,No,No,Never,1-5,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,Maybe,Some of them,Yes,Maybe,Yes,No,Yes
65563fd0d98731f9ac74da04,2014-08-28 01:30:12,31,female,United States,No,Yes,Often,26-100,Yes,Yes,Yes,Yes,No,No,Don't know,Very easy,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No
65563fd0d98731f9ac74da05,2014-08-28 01:38:53,23,female,United States,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,No,Don't know,No
65563fd0d98731f9ac74da06,2014-08-28 01:41:17,31,female,United States,Yes,Yes,Sometimes,100-500,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,No
65563fd0d98731f9ac74da07,2014-08-28 01:56:43,28,female,United States,Yes,Yes,Rarely,500-1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat difficult,Maybe,No,No,Some of them,No,No,No,No
65563fd0d98731f9ac74da08,2014-08-28 02:15:08,37,trans,Canada,Yes,Yes,Sometimes,100-500,No,No,Yes,Yes,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,No
65563fd0d98731f9ac74da09,2014-08-28 02:17:42,34,male,United States,Yes,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Some of them,No,No,No,No
65563fd0d98731f9ac74da0a,2014-08-28 02:19:29,32,trans,Canada,No,No,Sometimes,26-100,Yes,Yes,No,Yes,No,No,Yes,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,Yes
65563fd0d98731f9ac74da0b,2014-08-28 02:30:00,28,male,United States,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,No,Some of them,Some of them,No,No,Don't know,Yes
65563fd0d98731f9ac74da0c,2014-08-28 02:32:11,24,female,United Kingdom,No,Yes,Sometimes,100-500,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No
65563fd0d98731f9ac74da0d,2014-08-28 02:41:47,56,male,United States,Yes,Yes,Rarely,6-25,No,Yes,Yes,Yes,No,No,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No,No,Don't know,No
65563fd0d98731f9ac74da0e,2014-08-28 02:46:56,31,male,Germany,No,No,Sometimes,6-25,Yes,Yes,No,No,No,No,No,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
65563fd0d98731f9ac74da0f,2014-08-28 02:49:34,34,female,United States,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No
65563fd0d98731f9ac74da10,2014-08-28 02:52:45,35,male,Germany,No,Yes,Rarely,100-500,No,No,Don't know,No,Yes,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,No,Yes,No
65563fd0d98731f9ac74da11,2014-08-28 02:54:44,28,male,Germany,No,No,Never,26-100,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,Yes,Yes,Don't know,No
65563fd0d98731f9ac74da12,2014-08-28 03:05:52,36,male,Poland,Yes,Yes,Often,6-25,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,Yes
65563fd0d98731f9ac74da13,2014-08-28 03:06:14,30,male,United Kingdom,No,Yes,Often,26-100,No,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
65563fd0d98731f9ac74da14,2014-08-28 03:13:10,35,male,United States,No,No,Sometimes,1-5,Yes,Yes,Yes,Not sure,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No
65563fd0d98731f9ac74da15,2014-08-28 03:13:20,49,male,Japan,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,Yes,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No,No,No,Yes
65563fd0d98731f9ac74da16,2014-08-28 03:15:01,36,male,Germany,No,No,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
65563fd0d98731f9ac74da17,2014-08-28 03:16:53,35,male,Germany,No,No,Sometimes,26-100,No,Yes,No,No,No,No,Don't know,Very easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No
65563fd0d98731f9ac74da18,2014-08-28 03:29:19,29,female,Australia,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,No,No,Yes
65563fd0d98731f9ac74da19,2014-08-28 03:36:10,57,male,United States,No,No,Never,26-100,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,Don't know,Yes
65563fd0d98731f9ac74da1a,2014-08-28 03:42:58,31,female,Belgium,Yes,Yes,Rarely,100-500,No,No,Yes,No,No,No,No,Don't know,Maybe,No,Some of them,No,No,No,Don't know,Yes
65563fd0d98731f9ac74da1b,2014-08-28 03:47:30,37,male,Ireland,No,No,Never,6-25,No,Yes,No,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No
65563fd0d98731f9ac74da1c,2014-08-28 03:49:56,25,male,Ireland,Yes,Yes,Sometimes,26-100,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,No,No
65563fd0d98731f9ac74da1d,2014-08-28 03:52:05,30,male,Australia,No,No,Sometimes,26-100,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No
65563fd0d98731f9ac74da1e,2014-08-28 04:00:30,26,female,Australia,Yes,No,Sometimes,100-500,No,No,No,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Don't know,No
65563fd0d98731f9ac74da1f,2014-08-28 04:02:47,22,female,Netherlands,No,No,Often,6-25,No,Yes,No,No,No,No,Don't know,Don't know,No,No,No,Some of them,No,Yes,Don't know,No
65563fd0d98731f9ac74da20,2014-08-28 04:07:34,39,male,United States,No,No,Rarely,More than 1000,Yes,No,Don't know,No,Yes,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,No
65563fd0d98731f9ac74da21,2014-08-28 04:09:14,29,male,United Kingdom,Yes,Yes,Never,100-500,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,No,No,No,No
65563fd0d98731f9ac74da22,2014-08-28 04:11:27,54,male,United Kingdom,Yes,Yes,Sometimes,1-5,Yes,Yes,Don't know,Not sure,No,No,Don't know,Very easy,No,No,Some of them,Yes,Yes,Yes,Don't know,Yes
65563fd0d98731f9ac74da23,2014-08-28 04:16:30,34,female,Australia,Yes,No,Never,500-1000,No,No,Don't know,No,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,Yes
65563fd0d98731f9ac74da24,2014-08-28 04:23:01,32,male,United States,No,Yes,Never,500-1000,No,No,Yes,Not sure,Yes,Yes,Don't know,Very easy,Maybe,No,No,No,No,No,Yes,No
65563fd0d98731f9ac74da25,2014-08-28 04:24:03,25,male,Nigeria,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,No,Yes,Don't know,No
65563fd0d98731f9ac74da26,2014-08-28 04:30:08,29,male,Poland,No,No,Rarely,1-5,No,Yes,No,No,No,No,No,Somewhat difficult,No,Maybe,Some of them,No,No,No,Yes,No
65563fd0d98731f9ac74da27,2014-08-28 04:34:32,32,male,Germany,No,No,Never,1-5,Yes,Yes,No,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No
65563fd0d98731f9ac74da28,2014-08-28 04:37:54,30,male,United Kingdom,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Don't know,Yes,Don't know,Maybe,No,Some of them,Yes,No,Yes,Yes,No
65563fd0d98731f9ac74da29,2014-08-28 04:53:52,31,male,Germany,No,No,Sometimes,6-25,No,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
65563fd0d98731f9ac74da2a,2014-08-28 05:05:32,20,female,Switzerland,No,No,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,No
65563fd0d98731f9ac74da2b,2014-08-28 05:12:15,27,male,United Kingdom,No,No,Never,1-5,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
65563fd0d98731f9ac74da2c,2014-08-28 05:14:28,32,male,United States,No,No,Never,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
65563fd0d98731f9ac74da2d,2014-08-28 06:02:05,26,male,Ireland,No,No,Never,1-5,Yes,Yes,No,No,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,Maybe,Maybe,Yes,No
65563fd0d98731f9ac74da2e,2014-08-28 06:05:18,30,male,Italy,No,No,Sometimes,More than 1000,No,No,Don't know,No,No,No,Yes,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No
65563fd0d98731f9ac74da2f,2014-08-28 06:10:25,30,male,Ireland,No,Yes,Sometimes,26-100,Yes,Yes,No,No,Don't know,No,Don't know,Very difficult,Maybe,Maybe,Some of them,No,No,No,No,No
65563fd0d98731f9ac74da30,2014-08-28 06:11:06,22,male,India,No,No,Sometimes,1-5,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Yes,Yes
65563fd0d98731f9ac74da31,2014-08-28 06:27:59,24,male,Ireland,No,No,Sometimes,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,No,No,No,Don't know,No
65563fd0d98731f9ac74da32,2014-08-28 06:30:18,26,male,Netherlands,No,No,Never,26-100,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,No
65563fd0d98731f9ac74da33,2014-08-28 07:01:30,43,male,France,No,No,Sometimes,100-500,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
65563fd0d98731f9ac74da34,2014-08-28 07:03:00,26,male,Russia,No,No,Never,26-100,No,Yes,No,Not sure,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,No,No,Maybe,Don't know,No
65563fd0d98731f9ac74da35,2014-08-28 07:03:03,23,male,United States,Yes,No,Sometimes,6-25,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No
65563fd0d98731f9ac74da36,2014-08-28 07:12:03,26,male,Canada,No,No,Sometimes,100-500,Yes,Yes,Yes,Not sure,Don't know,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Yes,No
65563fd0d98731f9ac74da37,2014-08-28 08:00:40,26,female,Israel,Yes,No,Never,100-500,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Yes,No
65563fd0d98731f9ac74da38,2014-08-28 08:06:43,35,male,Canada,Yes,No,Sometimes,26-100,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,No,No
65563fd0d98731f9ac74da39,2014-08-28 08:18:06,28,male,United States,No,Yes,Sometimes,26-100,Yes,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No
65563fd0d98731f9ac74da3a,2014-08-28 08:23:11,22,male,India,No,No,Sometimes,26-100,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Don't know,No
65563fd0d98731f9ac74da3b,2014-08-28 08:39:49,29,female,United States,Yes,Yes,Rarely,6-25,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No
65563fd0d98731f9ac74da3c,2014-08-28 08:40:55,29,male,Germany,No,No,Sometimes,1-5,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
65563fd0d98731f9ac74da3d,2014-08-28 08:43:23,45,male,United States,No,Yes,Often,1-5,Yes,Yes,Yes,Not sure,No,Yes,Don't know,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No
65563fd0d98731f9ac74da3e,2014-08-28 08:43:57,33,male,Bulgaria,No,Yes,Rarely,26-100,Yes,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes
65563fd0d98731f9ac74da3f,2014-08-28 08:43:58,38,male,United States,No,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
65563fd0d98731f9ac74da40,2014-08-28 09:02:16,19,trans,United States,Yes,Yes,Often,26-100,No,No,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Maybe,No,No,No,Maybe,No,No
65563fd0d98731f9ac74da41,2014-08-28 09:09:30,29,female,Canada,No,Yes,Rarely,More than 1000,Yes,No,Yes,Yes,Yes,Don't know,Yes,Somewhat easy,No,No,No,Yes,No,Maybe,Don't know,No
65563fd0d98731f9ac74da42,2014-08-28 09:16:21,21,female,United Kingdom,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,Don't know,No
65563fd0d98731f9ac74da43,2014-08-28 09:18:13,23,female,India,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No
65563fd0d98731f9ac74da44,2014-08-28 09:40:42,33,female,United States,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No
65563fd0d98731f9ac74da45,2014-08-28 09:53:42,49,male,United States,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Not sure,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,No,Yes,No
65563fd0d98731f9ac74da46,2014-08-28 09:53:57,28,male,United States,No,No,Sometimes,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No
65563fd0d98731f9ac74da47,2014-08-28 09:54:21,27,unknown,United Kingdom,No,Yes,Sometimes,6-25,Yes,Yes,Don't know,Not sure,Yes,Don't know,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
65563fd0d98731f9ac74da48,2014-08-28 09:54:38,23,male,Canada,No,Yes,Sometimes,6-25,No,Yes,Yes,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
65563fd0d98731f9ac74da49,2014-08-28 09:54:47,29,male,Netherlands,No,No,Never,1-5,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No
65563fd0d98731f9ac74da4a,2014-08-28 09:54:51,30,male,Germany,No,No,Sometimes,26-100,No,Yes,Don't know,No,No,Don't know,Yes,Somewhat easy,No,No,Some of them,No,Maybe,Maybe,Don't know,No
65563fd0d98731f9ac74da4b,2014-08-28 09:55:14,28,female,Canada,No,No,Sometimes,More than 1000,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No
65563fd0d98731f9ac74da4c,2014-08-28 09:56:03,32,male,United Kingdom,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Don't know,Don't know,Yes,No,No,No,No,Yes,No,No
65563fd0d98731f9ac74da4d,2014-08-28 09:56:04,32,male,United Kingdom,No,Yes,Sometimes,26-100,No,No,Yes,Yes,No,No,Yes,Very easy,No,No,No,Yes,No,No,Yes,No
65563fd0d98731f9ac74da4e,2014-08-28 09:56:10,37,male,France,No,No,Sometimes,100-500,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No
65563fd0d98731f9ac74da4f,2014-08-28 09:56:21,39,female,United States,No,No,Sometimes,More than 1000,Yes,No,No,Yes,No,No,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No
65563fd0d98731f9ac74da50,2014-08-28 09:56:30,31,male,France,No,No,Sometimes,500-1000,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Yes,No
65563fd0d98731f9ac74da51,2014-08-28 09:57:02,29,male,United States,No,No,Sometimes,6-25,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,No,No,No,Don't know,No
65563fd0d98731f9ac74da52,2014-08-28 09:57:10,30,male,United States,No,No,Sometimes,100-500,No,No,Yes,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No
65563fd0d98731f9ac74da53,2014-08-28 09:57:25,33,male,United States,Yes,Yes,Rarely,1-5,Yes,Yes,No,Yes,Yes,Yes,No,Very difficult,No,No,Yes,Yes,No,No,Yes,Yes
65563fd0d98731f9ac74da54,2014-08-28 09:58:08,37,male,United States,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,Don't know,Don't know,Yes,Don't know,Maybe,No,Yes,Yes,No,No,Don't know,No
65563fd0d98731f9ac74da55,2014-08-28 09:59:39,23,male,United States,No,Yes,Often,26-100,No,No,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
65563fd0d98731f9ac74da56,2014-08-28 09:59:39,43,male,United States,Yes,Yes,Sometimes,26-100,No,No,Yes,Not sure,No,Yes,Don't know,Somewhat easy,Yes,No,No,No,No,No,No,No
65563fd0d98731f9ac74da57,2014-08-28 10:00:48,32,male,United Kingdom,No,Yes,Rarely,100-500,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,No,Maybe,No,Yes
65563fd0d98731f9ac74da58,2014-08-28 10:01:15,26,male,United States,No,No,Never,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,No,No
65563fd0d98731f9ac74da59,2014-08-28 10:01:31,32,male,United States,No,Yes,Sometimes,1-5,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Don't know,No
65563fd0d98731f9ac74da5a,2014-08-28 10:02:09,37,female,United States,No,No,Sometimes,26-100,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,No,Some of them,No,No,No,Don't know,No
65563fd0d98731f9ac74da5b,2014-08-28 10:02:23,29,male,United States,No,Yes,Often,26-100,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
65563fd0d98731f9ac74da5c,2014-08-28 10:02:45,34,male,United Kingdom,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Don't know,No
65563fd0d98731f9ac74da5d,2014-08-28 10:04:34,27,male,France,No,No,Sometimes,6-25,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,Yes,No
65563fd0d98731f9ac74da5e,2014-08-28 10:04:41,30,male,United States,Yes,No,Never,100-500,No,Yes,Don't know,No,No,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Don't know,No
65563fd0d98731f9ac74da5f,2014-08-28 10:05:43,29,male,United States,No,No,Never,6-25,No,Yes,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No,No,No
65563fd0d98731f9ac74da60,2014-08-28 10:07:37,32,male,United States,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Very difficult,Yes,Maybe,Some of them,No,No,No,No,No
65563fd0d98731f9ac74da61,2014-08-28 10:07:53,29,male,United Kingdom,No,Yes,Sometimes,26-100,No,No,No,No,No,No,Don't know,Somewhat difficult,Yes,No,No,No,No,Maybe,Don't know,No
65563fd0d98731f9ac74da62,2014-08-28 10:08:19,25,male,Germany,No,No,Sometimes,500-1000,No,Yes,Yes,Yes,Don't know,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,Yes,Yes,Yes,No
65563fd0d98731f9ac74da63,2014-08-28 10:08:34,37,male,United States,No,No,Sometimes,6-25,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
65563fd0d98731f9ac74da64,2014-08-28 10:10:29,29,male,Netherlands,Yes,No,Sometimes,6-25,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No
65563fd0d98731f9ac74da65,2014-08-28 10:11:52,27,male,United States,No,No,Sometimes,26-100,No,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,Don't know,No
65563fd0d98731f9ac74da66,2014-08-28 10:13:44,33,male,United Kingdom,No,No,Sometimes,6-25,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No
65563fd0d98731f9ac74da67,2014-08-28 10:15:52,30,male,Canada,Yes,Yes,Sometimes,More than 1000,No,No,Don't know,No,No,No,No,Very difficult,Yes,No,Some of them,No,No,Yes,No,Yes
65563fd0d98731f9ac74da68,2014-08-28 10:16:55,29,male,Canada,No,No,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Yes,Yes,No,Maybe,Don't know,No
65563fd0d98731f9ac74da69,2014-08-28 10:17:19,25,male,United States,Yes,Yes,Never,6-25,Yes,Yes,Don't know,No,Yes,Don't know,Don't know,Don't know,Yes,No,Some of them,Yes,No,No,No,No
65563fd0d98731f9ac74da6a,2014-08-28 10:18:34,33,male,United States,Yes,Yes,Sometimes,1-5,No,No,No,Yes,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
65563fd0d98731f9ac74da6b,2014-08-28 10:18:46,31,male,South Africa,No,No,Never,100-500,Yes,Yes,No,No,No,No,No,Don't know,No,No,Some of them,Some of them,No,Maybe,No,No
65563fd0d98731f9ac74da6c,2014-08-28 10:20:37,21,male,Germany,No,No,Rarely,6-25,Yes,Yes,Don't know,No,No,No,Don't know,Very easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No
65563fd0d98731f9ac74da6d,2014-08-28 10:22:06,30,male,Switzerland,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,No,No
65563fd0d98731f9ac74da6e,2014-08-28 10:24:19,29,male,United States,No,No,Sometimes,More than 1000,No,No,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,No,No
